date,bikes_hired,season,min_temp,max_temp,avg_temp,avg_humidity,avg_pressure,avg_windspeed,rainfall_mm,rain,fog,thunderstorm,snow
12-02-13,20342,1,2.3,0.9,1.4,78,1015,11,5.3,FALSE,FALSE,FALSE,TRUE
13-02-13,21051,1,,0.6,1.6,76,1021,13,0.3,TRUE,FALSE,FALSE,TRUE
14-02-13,21034,1,12.1,0.8,8.1,80,1011,21,0.5,TRUE,FALSE,FALSE,FALSE
15-02-13,22952,1,10.7,,5.8,76,1020,11,1.5,FALSE,FALSE,FALSE,FALSE
16-02-13,19072,1,10.2,3.5,6.6,73,1023,6,0,FALSE,FALSE,FALSE,FALSE
17-02-13,19044,1,10.4,,4.4,83,1021,10,0,FALSE,TRUE,FALSE,FALSE
18-02-13,22724,1,9.1,,3.9,82,1020,11,0.3,FALSE,FALSE,FALSE,FALSE
19-02-13,24525,1,11.1,-1.5,4.1,75,1019,5,0.3,FALSE,FALSE,FALSE,FALSE
20-02-13,20938,1,5.4,1.1,3.1,78,1023,14,0,FALSE,TRUE,FALSE,FALSE
21-02-13,19757,1,2.3,0.5,1.4,58,1024,21,0.5,FALSE,FALSE,FALSE,FALSE
22-02-13,18313,1,2.5,,1.1,60,1020,18,0,FALSE,FALSE,FALSE,TRUE
23-02-13,11234,1,2.5,,0.9,69,1021,13,0,TRUE,FALSE,FALSE,TRUE
24-02-13,9404,1,2.3,,1.4,71,1024,11,0,FALSE,FALSE,FALSE,FALSE
25-02-13,19800,1,4.3,,3.1,82,1027,14,0,TRUE,FALSE,FALSE,TRUE
26-02-13,19595,1,5,2.4,3.9,90,1032,14,0.5,TRUE,FALSE,FALSE,FALSE
27-02-13,21484,1,6.6,,3.6,82,1034,13,0.3,FALSE,FALSE,FALSE,FALSE
28-02-13,21985,1,9.1,,4.4,77,1029,13,0,FALSE,FALSE,FALSE,FALSE
01-03-13,19487,1,7.1,,4.7,76,1029,11,0.3,TRUE,FALSE,FALSE,FALSE
02-03-13,15265,1,5.7,,3,71,1027,10,0.3,FALSE,FALSE,FALSE,FALSE
03-03-13,14520,1,8.8,-2.8,2.9,79,1023,8,0,FALSE,FALSE,FALSE,FALSE
04-03-13,23036,1,9.7,0.8,4.7,77,1013,14,0,FALSE,FALSE,FALSE,FALSE
05-03-13,27054,1,16.1,0.1,7.4,72,1004,6,0,FALSE,FALSE,FALSE,FALSE
06-03-13,24324,1,13.8,6.7,10.1,72,1000,8,0,TRUE,FALSE,FALSE,FALSE
07-03-13,17322,1,10.3,,8.7,92,996,10,6.1,TRUE,FALSE,FALSE,FALSE
08-03-13,13843,1,10.4,,9.4,95,998,10,5.6,TRUE,FALSE,FALSE,FALSE
09-03-13,14244,1,,,6.3,88,1003,8,2,TRUE,FALSE,FALSE,FALSE
10-03-13,10163,1,4.2,,2.7,78,1006,16,0.3,FALSE,FALSE,FALSE,TRUE
11-03-13,16546,1,,,-0.2,65,1007,26,0,FALSE,FALSE,FALSE,TRUE
12-03-13,18794,1,5,-2.3,1.1,60,1009,23,0,FALSE,FALSE,FALSE,TRUE
13-03-13,20245,1,7.6,,3.3,66,1011,11,0,TRUE,FALSE,FALSE,TRUE
14-03-13,21984,1,7.8,,2.7,63,1015,8,0,FALSE,FALSE,FALSE,FALSE
15-03-13,17159,1,9.4,2.7,5.9,81,1007,18,0.3,TRUE,FALSE,FALSE,FALSE
16-03-13,9190,1,9.4,,6.7,84,995,27,6.1,TRUE,FALSE,TRUE,FALSE
17-03-13,7940,1,7.5,,4.7,88,990,13,8.9,TRUE,FALSE,FALSE,FALSE
18-03-13,15852,1,8.1,-1.3,3.2,91,991,5,6.6,TRUE,TRUE,TRUE,FALSE
19-03-13,22479,1,8.6,,4.6,82,998,8,2,FALSE,FALSE,FALSE,FALSE
20-03-13,22216,1,7,1.6,4.1,84,1007,10,0,FALSE,FALSE,FALSE,FALSE
21-03-13,22061,2,7.1,0,3.8,76,1015,16,0.3,TRUE,FALSE,FALSE,FALSE
22-03-13,16233,2,5.6,,3.7,81,1009,27,0,TRUE,FALSE,FALSE,FALSE
23-03-13,5249,2,,,1.6,91,1010,23,9.1,TRUE,FALSE,FALSE,TRUE
24-03-13,6786,2,,,0.5,77,1013,19,0,TRUE,FALSE,FALSE,TRUE
25-03-13,17290,2,1.5,0.4,1,64,1014,19,0.3,FALSE,FALSE,FALSE,TRUE
26-03-13,18384,2,,0.5,1.2,63,1013,16,0,FALSE,FALSE,FALSE,FALSE
27-03-13,19184,2,,-0.7,1.7,62,1011,13,0,FALSE,FALSE,FALSE,FALSE
28-03-13,18052,2,5.2,,1.9,64,1012,11,0,FALSE,FALSE,FALSE,FALSE
29-03-13,10909,2,7.4,-2,2.4,59,1011,11,0,FALSE,FALSE,FALSE,FALSE
30-03-13,9793,2,5.8,,2.7,65,1012,11,0,TRUE,FALSE,FALSE,FALSE
31-03-13,9007,2,,-2.3,1.9,65,1014,10,0,FALSE,FALSE,FALSE,FALSE
01-04-13,9421,2,,0.7,2.8,62,1011,18,0,TRUE,FALSE,FALSE,TRUE
02-04-13,19148,2,8.6,-0.4,3.8,53,1015,16,0,FALSE,FALSE,FALSE,FALSE
03-04-13,17801,2,6,-0.4,2.6,61,1017,16,0,FALSE,FALSE,FALSE,FALSE
04-04-13,15626,2,3.3,0.6,2.2,71,1014,18,0,TRUE,FALSE,FALSE,TRUE
05-04-13,18059,2,8.5,1.5,4.2,59,1015,18,0.5,FALSE,FALSE,FALSE,FALSE
06-04-13,18216,2,10.7,,4.6,60,1023,11,0,FALSE,FALSE,FALSE,FALSE
07-04-13,18090,2,10.4,-1.2,4.8,58,1020,8,0,FALSE,FALSE,FALSE,FALSE
08-04-13,21797,2,11.2,,6.6,59,1005,21,0,FALSE,FALSE,FALSE,FALSE
09-04-13,17555,2,9.7,,6.3,82,997,14,3,TRUE,FALSE,FALSE,FALSE
10-04-13,22233,2,11.1,,6.6,79,1003,10,0,TRUE,FALSE,FALSE,FALSE
11-04-13,19240,2,13.4,5.9,8.4,85,997,14,10.4,TRUE,FALSE,FALSE,FALSE
12-04-13,15100,2,13.2,,8.9,86,998,14,8.1,TRUE,FALSE,FALSE,FALSE
13-04-13,11291,2,11.9,4.2,9.2,86,1011,14,4.1,TRUE,FALSE,FALSE,FALSE
14-04-13,25074,2,19.9,10.9,14.6,70,1013,21,2,TRUE,FALSE,FALSE,FALSE
15-04-13,24923,2,15.7,,12.3,72,1017,19,0,TRUE,FALSE,FALSE,FALSE
16-04-13,26060,2,17.1,,12.6,67,1015,21,0,TRUE,FALSE,FALSE,FALSE
17-04-13,25730,2,18.8,8.7,13.4,76,1014,19,0,TRUE,FALSE,FALSE,FALSE
18-04-13,23979,2,15.4,,10.7,61,1013,34,2,TRUE,FALSE,TRUE,FALSE
19-04-13,24297,2,13.6,,9.4,65,1026,18,0,TRUE,FALSE,FALSE,FALSE
20-04-13,26724,2,14,2.8,7.9,61,1032,10,0,FALSE,FALSE,FALSE,FALSE
21-04-13,22466,2,14.8,,8.2,63,1022,10,0,FALSE,FALSE,FALSE,FALSE
22-04-13,25384,2,15.5,6.5,10.3,74,1016,14,0,FALSE,FALSE,FALSE,FALSE
23-04-13,31359,2,20.7,,14.3,69,1020,16,0,FALSE,FALSE,FALSE,FALSE
24-04-13,30193,2,20.3,8.5,14.5,74,1024,13,0,TRUE,FALSE,FALSE,FALSE
25-04-13,32000,2,22.8,9.9,15.3,72,1021,13,0.3,TRUE,FALSE,FALSE,FALSE
26-04-13,23125,2,13.4,,9.4,63,1015,13,0,TRUE,FALSE,FALSE,FALSE
27-04-13,17337,2,11.4,2.9,6.6,72,1015,11,1,TRUE,FALSE,FALSE,FALSE
28-04-13,19139,2,12.1,0.5,7.5,64,1017,11,2.5,TRUE,FALSE,FALSE,FALSE
29-04-13,27644,2,14.8,,10.5,59,1016,21,0,TRUE,FALSE,FALSE,FALSE
30-04-13,29219,2,14.7,4.2,9.3,61,1024,11,0,FALSE,FALSE,FALSE,FALSE
01-05-13,31175,2,16.5,3.8,9.7,61,1024,10,0,FALSE,FALSE,FALSE,FALSE
02-05-13,31239,2,17.6,5,11.4,41,1023,10,0,FALSE,FALSE,FALSE,FALSE
03-05-13,31340,2,19.4,4.7,12.4,55,1020,8,0,FALSE,FALSE,FALSE,FALSE
04-05-13,19156,2,17.2,7.7,12.2,63,1017,21,0,TRUE,FALSE,FALSE,FALSE
05-05-13,24342,2,,6.7,13.7,68,1022,13,1,FALSE,FALSE,FALSE,FALSE
06-05-13,29015,2,22,10.8,15.9,58,1020,8,0,FALSE,FALSE,FALSE,FALSE
07-05-13,30707,2,22.6,,15.7,55,1016,8,0,FALSE,FALSE,FALSE,FALSE
08-05-13,26032,2,,,13.7,73,1007,14,0.5,TRUE,FALSE,FALSE,FALSE
09-05-13,24250,2,,6.9,10.6,71,1008,21,0.5,TRUE,FALSE,FALSE,FALSE
10-05-13,26399,2,18.3,,12.6,71,1010,24,0,TRUE,FALSE,FALSE,FALSE
11-05-13,16627,2,14.1,,10.1,74,1011,18,1.8,TRUE,FALSE,FALSE,FALSE
12-05-13,15918,2,15.4,5,10.2,77,1014,19,2.3,TRUE,FALSE,FALSE,FALSE
13-05-13,24836,2,15.8,,11.8,65,1012,23,0.5,TRUE,FALSE,FALSE,FALSE
14-05-13,18054,2,12.3,,9.1,78,1003,18,0,TRUE,FALSE,FALSE,FALSE
15-05-13,24015,2,14.4,,9,69,994,27,7.6,TRUE,FALSE,FALSE,FALSE
16-05-13,26070,2,16.9,3.4,10.3,68,1000,6,0.5,TRUE,TRUE,TRUE,FALSE
17-05-13,24932,2,12.6,6.7,9.7,76,1006,8,0.3,TRUE,FALSE,FALSE,FALSE
18-05-13,22272,2,16,,11.9,67,1008,10,0,FALSE,FALSE,FALSE,FALSE
19-05-13,23994,2,,8.6,13.9,65,1011,8,0,FALSE,FALSE,FALSE,FALSE
20-05-13,25914,2,17.3,10.9,14.6,78,1012,11,0.3,TRUE,FALSE,FALSE,FALSE
21-05-13,27649,2,,,13.7,68,1016,13,0,TRUE,FALSE,FALSE,FALSE
22-05-13,26967,2,15,,11.6,62,1019,11,0.5,FALSE,FALSE,FALSE,FALSE
23-05-13,24701,2,11.7,5.7,8.1,61,1014,16,0,TRUE,FALSE,FALSE,FALSE
24-05-13,12891,2,9.9,,7.1,82,1009,18,0.3,TRUE,FALSE,FALSE,FALSE
25-05-13,21087,2,16.2,,10.3,64,1021,11,5.1,FALSE,FALSE,FALSE,FALSE
26-05-13,27251,2,19.8,,12.9,56,1018,11,0,FALSE,FALSE,FALSE,FALSE
27-05-13,25819,2,18.2,,12.7,58,1009,16,0,FALSE,FALSE,FALSE,FALSE
28-05-13,14556,2,12,,10.6,87,1000,10,2.3,TRUE,FALSE,FALSE,FALSE
29-05-13,21440,2,13.2,,10.6,90,1005,10,14,TRUE,FALSE,FALSE,FALSE
30-05-13,22150,2,15.2,11,12.9,85,1011,11,3.3,TRUE,FALSE,FALSE,FALSE
31-05-13,29136,2,21.9,,16.1,68,1018,10,0.5,FALSE,FALSE,FALSE,FALSE
01-06-13,24782,2,18.8,10,14.1,59,1023,13,0,FALSE,FALSE,FALSE,FALSE
02-06-13,27202,2,18.7,8.2,13.7,54,1029,8,0,FALSE,FALSE,FALSE,FALSE
03-06-13,29940,2,19.3,,13.8,62,1031,10,0,FALSE,FALSE,FALSE,FALSE
04-06-13,32397,2,21.2,7.4,14.4,57,1027,13,0,FALSE,FALSE,FALSE,FALSE
05-06-13,32488,2,21.5,,14.2,69,1021,13,0,FALSE,FALSE,FALSE,FALSE
06-06-13,32829,2,22.9,,15.4,66,1021,14,0,FALSE,FALSE,FALSE,FALSE
07-06-13,28762,2,20.6,9.6,14.9,65,1023,14,0.5,TRUE,FALSE,FALSE,FALSE
08-06-13,27264,2,18.6,8.9,13.3,68,1021,16,0.5,FALSE,FALSE,FALSE,FALSE
09-06-13,19429,2,15.3,,12.7,70,1016,14,0,FALSE,FALSE,FALSE,FALSE
10-06-13,27336,2,16.1,,12.6,66,1015,10,0,FALSE,FALSE,FALSE,FALSE
11-06-13,26601,2,18.1,8.5,14.1,81,1013,13,0,TRUE,FALSE,FALSE,FALSE
12-06-13,24401,2,17.8,13.7,15.8,85,1011,19,0,TRUE,FALSE,FALSE,FALSE
13-06-13,26388,2,19.3,,14.6,73,1011,27,2.3,TRUE,FALSE,FALSE,FALSE
14-06-13,28797,2,,,14.6,67,1016,18,0,TRUE,FALSE,FALSE,FALSE
15-06-13,16020,2,18.3,10.7,14.3,71,1008,24,1,TRUE,FALSE,FALSE,FALSE
16-06-13,19970,2,18.2,11.5,14.6,68,1014,16,3,TRUE,FALSE,FALSE,FALSE
17-06-13,28611,2,21.3,,16.8,61,1014,13,0.3,TRUE,FALSE,FALSE,FALSE
18-06-13,30871,2,,13.5,17.7,74,1014,11,0,TRUE,FALSE,FALSE,FALSE
19-06-13,31899,2,26.1,15.3,20.7,70,1015,8,0,TRUE,FALSE,FALSE,FALSE
20-06-13,29959,2,21.3,,18.7,76,1012,13,0,FALSE,FALSE,FALSE,FALSE
21-06-13,28844,3,23.7,13.9,17.4,77,1010,14,0,TRUE,FALSE,FALSE,FALSE
22-06-13,19483,3,19.4,11.8,14.8,79,1007,24,1.3,TRUE,FALSE,FALSE,FALSE
23-06-13,19006,3,18.6,,15,73,1010,26,0.5,TRUE,FALSE,FALSE,FALSE
24-06-13,27636,3,,10,14.2,61,1022,16,0.3,FALSE,FALSE,FALSE,FALSE
25-06-13,31889,3,21.1,10.8,16,53,1029,6,0,FALSE,FALSE,FALSE,FALSE
26-06-13,31156,3,22.5,,16.4,58,1030,8,0,FALSE,FALSE,FALSE,FALSE
27-06-13,27306,3,20.7,11.9,14.9,71,1026,11,0,TRUE,FALSE,FALSE,FALSE
28-06-13,22074,3,,,16.4,89,1020,13,1,TRUE,FALSE,FALSE,FALSE
29-06-13,29054,3,22.2,,17.6,59,1023,13,1.3,FALSE,FALSE,FALSE,FALSE
30-06-13,31237,3,27.2,,19.4,69,1022,18,0,FALSE,FALSE,FALSE,FALSE
01-07-13,31151,3,21.3,,16.6,63,1017,18,0,FALSE,FALSE,FALSE,FALSE
02-07-13,30163,3,17.9,,14.4,76,1011,14,0,TRUE,FALSE,FALSE,FALSE
03-07-13,30780,3,21.5,,17,79,1009,18,1.3,TRUE,FALSE,FALSE,FALSE
04-07-13,32941,3,24.9,,18.3,71,1020,16,0,FALSE,FALSE,FALSE,FALSE
05-07-13,34704,3,26.3,,19.1,65,1028,8,0,FALSE,FALSE,FALSE,FALSE
06-07-13,34191,3,28.1,14,21.4,58,1029,6,0,FALSE,FALSE,FALSE,FALSE
07-07-13,31363,3,29.5,,22.9,59,1031,10,0,TRUE,FALSE,FALSE,FALSE
08-07-13,34263,3,,,21.4,59,1033,13,0,FALSE,FALSE,FALSE,FALSE
09-07-13,35519,3,27.2,,20.1,49,1028,13,0,FALSE,FALSE,FALSE,FALSE
10-07-13,33629,3,24.6,,18.8,60,1026,13,0,FALSE,FALSE,FALSE,FALSE
11-07-13,33792,3,23.4,11.8,16.7,58,1025,13,0,FALSE,FALSE,FALSE,FALSE
12-07-13,33173,3,25.9,,18.3,64,1025,8,0,FALSE,FALSE,FALSE,FALSE
13-07-13,33509,3,31.4,,23.4,60,1024,8,0,FALSE,FALSE,FALSE,FALSE
14-07-13,32169,3,29.8,,23.8,55,1024,10,0,FALSE,FALSE,FALSE,FALSE
15-07-13,34419,3,30.9,,24.1,37,1023,8,0,FALSE,FALSE,FALSE,FALSE
16-07-13,35580,3,31,,24.2,47,1023,6,0,FALSE,FALSE,FALSE,FALSE
17-07-13,35203,3,,,24.7,49,1024,8,0,FALSE,FALSE,FALSE,FALSE
18-07-13,35330,3,29.5,,23.6,53,1026,11,0,FALSE,FALSE,FALSE,FALSE
19-07-13,35196,3,29.3,15.9,22.4,52,1025,14,0,FALSE,FALSE,FALSE,FALSE
20-07-13,28332,3,24.6,,20.1,70,1023,14,0,FALSE,FALSE,FALSE,FALSE
21-07-13,30075,3,27.5,16.9,21,67,1019,14,0,FALSE,FALSE,FALSE,FALSE
22-07-13,33176,3,33.5,17.2,24.8,61,1016,10,0.5,TRUE,FALSE,TRUE,FALSE
23-07-13,31624,3,,,23.7,67,1013,10,0.3,TRUE,FALSE,TRUE,FALSE
24-07-13,34038,3,27.7,,20.7,68,1014,14,0.5,FALSE,FALSE,FALSE,FALSE
25-07-13,33683,3,26.9,,20.6,74,1013,13,8.6,TRUE,FALSE,FALSE,FALSE
26-07-13,34681,3,,,20.1,63,1012,10,0,FALSE,FALSE,FALSE,FALSE
27-07-13,25761,3,,,19.9,68,1007,8,0,TRUE,FALSE,TRUE,FALSE
28-07-13,28177,3,24.9,14.7,19.4,73,1007,23,6.1,TRUE,FALSE,FALSE,FALSE
29-07-13,30415,3,24.7,15.8,19.1,77,1011,19,2.8,TRUE,FALSE,TRUE,FALSE
30-07-13,22742,3,22.3,,17.7,88,1013,16,1,TRUE,FALSE,FALSE,FALSE
31-07-13,28976,3,24.4,16.7,19.7,79,1015,18,4.3,TRUE,FALSE,FALSE,FALSE
01-08-13,34770,3,34.1,16.5,25.5,62,1009,16,0,FALSE,FALSE,FALSE,FALSE
02-08-13,29109,3,26.4,,20.5,71,1009,16,0,TRUE,FALSE,TRUE,FALSE
03-08-13,34928,3,,,19.2,71,1015,19,3.3,TRUE,FALSE,FALSE,FALSE
04-08-13,32580,3,24.5,,19,71,1019,16,0,FALSE,FALSE,FALSE,FALSE
05-08-13,23864,3,23.8,,18.7,78,1012,13,0,TRUE,FALSE,FALSE,FALSE
06-08-13,33631,3,22.7,11.9,17.8,65,1016,10,11.7,FALSE,FALSE,FALSE,FALSE
07-08-13,33084,3,23.1,14.7,18.7,58,1014,10,0.3,FALSE,FALSE,FALSE,FALSE
08-08-13,33737,3,25.5,12.2,19.1,57,1019,8,0,FALSE,FALSE,FALSE,FALSE
09-08-13,28206,3,24.9,15.5,19.4,64,1019,16,0.3,TRUE,FALSE,FALSE,FALSE
10-08-13,28830,3,23,,18.1,54,1022,11,0.5,FALSE,FALSE,FALSE,FALSE
11-08-13,29530,3,24,,19.2,57,1018,16,0,TRUE,FALSE,FALSE,FALSE
12-08-13,30425,3,22.8,,17.3,58,1017,13,0,FALSE,FALSE,FALSE,FALSE
13-08-13,30933,3,21.5,10.3,15.6,69,1022,13,0,TRUE,FALSE,FALSE,FALSE
14-08-13,31412,3,23.4,11.2,16.9,76,1023,10,0.5,TRUE,FALSE,FALSE,FALSE
15-08-13,30865,3,24.2,16.1,19.7,80,1019,16,1,TRUE,FALSE,FALSE,FALSE
16-08-13,25555,3,23.6,16.8,19,83,1015,16,1,TRUE,FALSE,FALSE,FALSE
17-08-13,23931,3,20.9,13.9,17.1,80,1012,16,1,TRUE,FALSE,FALSE,FALSE
18-08-13,26910,3,23.9,,19.2,69,1010,19,0,TRUE,FALSE,FALSE,FALSE
19-08-13,31183,3,23.5,11.7,17.7,58,1020,13,0,FALSE,FALSE,FALSE,FALSE
20-08-13,33578,3,24.9,11.8,18.6,58,1027,8,0,FALSE,FALSE,FALSE,FALSE
21-08-13,33214,3,28.1,12.7,19.9,59,1024,10,0,TRUE,FALSE,FALSE,FALSE
22-08-13,22363,3,,,18.9,85,1020,8,2.3,TRUE,FALSE,FALSE,FALSE
23-08-13,30665,3,,,21.4,68,1014,14,0.5,FALSE,FALSE,FALSE,FALSE
24-08-13,7341,3,,,17.8,85,1011,10,0,TRUE,FALSE,FALSE,FALSE
25-08-13,21638,3,24.7,12.9,18.2,76,1013,13,9.9,TRUE,FALSE,FALSE,FALSE
26-08-13,27802,3,25.9,14.9,19.6,66,1018,10,0.8,FALSE,FALSE,FALSE,FALSE
27-08-13,29563,3,23.6,11.9,17.9,62,1019,6,0,FALSE,TRUE,FALSE,FALSE
28-08-13,32024,3,24.7,,18.3,60,1022,6,0,FALSE,TRUE,FALSE,FALSE
29-08-13,31639,3,24.7,14.2,19.2,66,1022,10,0,FALSE,FALSE,FALSE,FALSE
30-08-13,31127,3,25.4,,19.6,70,1020,14,0,FALSE,FALSE,FALSE,FALSE
31-08-13,29718,3,21.4,,17.3,55,1025,11,0,FALSE,FALSE,FALSE,FALSE
01-09-13,23856,3,22.3,9.2,15.7,59,1029,11,0,FALSE,FALSE,FALSE,FALSE
02-09-13,31292,3,26.2,11.4,18.9,66,1027,14,0,FALSE,FALSE,FALSE,FALSE
03-09-13,31600,3,26,,19.5,72,1027,6,0,FALSE,FALSE,FALSE,FALSE
04-09-13,33406,3,28.5,,21,64,1021,6,0,FALSE,TRUE,FALSE,FALSE
05-09-13,33574,3,29.5,14.4,21.8,62,1011,6,0,FALSE,FALSE,FALSE,FALSE
06-09-13,20930,3,18.1,,15.4,76,1008,11,0,TRUE,FALSE,FALSE,FALSE
07-09-13,21279,3,19.5,10.9,14.4,69,1014,14,1.3,TRUE,FALSE,FALSE,FALSE
08-09-13,18046,3,18.5,8,11.9,81,1018,10,0.3,TRUE,FALSE,FALSE,FALSE
09-09-13,17943,3,,9,11.8,90,1016,8,3.3,TRUE,FALSE,FALSE,FALSE
10-09-13,24558,3,17.2,9,13.6,72,1020,13,3.3,TRUE,FALSE,FALSE,FALSE
11-09-13,23386,3,,11.9,14.4,74,1021,13,0,TRUE,FALSE,FALSE,FALSE
12-09-13,24246,3,20.5,12.5,15.2,86,1019,6,2.3,TRUE,FALSE,FALSE,FALSE
13-09-13,15392,3,19.6,,16.9,93,1017,10,2,TRUE,FALSE,FALSE,FALSE
14-09-13,12977,3,14.2,,11.9,84,1016,13,29.7,TRUE,FALSE,FALSE,FALSE
15-09-13,4826,3,,6.6,12.1,84,1009,14,0.3,TRUE,TRUE,FALSE,FALSE
16-09-13,21892,3,15.2,7.9,11.6,62,1003,23,1.8,FALSE,FALSE,FALSE,FALSE
17-09-13,18428,3,,8,11.8,82,1000,16,0.3,TRUE,FALSE,FALSE,FALSE
18-09-13,25319,3,16.3,,12.9,74,1004,11,4.6,TRUE,FALSE,FALSE,FALSE
19-09-13,18746,3,,7,12.7,82,1010,14,0,TRUE,FALSE,FALSE,FALSE
20-09-13,26196,3,19.2,8.7,14.2,72,1018,11,0.3,FALSE,FALSE,FALSE,FALSE
21-09-13,21988,4,,9.8,15.1,84,1024,10,0,TRUE,FALSE,FALSE,FALSE
22-09-13,22683,4,,,17.1,87,1028,10,0,TRUE,FALSE,FALSE,FALSE
23-09-13,26625,4,,,15.8,88,1025,5,0,FALSE,TRUE,FALSE,FALSE
24-09-13,28666,4,22.2,10,15.4,85,1016,5,0.3,FALSE,TRUE,FALSE,FALSE
25-09-13,28183,4,,12.8,17.3,80,1012,6,0,TRUE,TRUE,FALSE,FALSE
26-09-13,28857,4,20.2,,15.7,74,1016,11,0,FALSE,FALSE,FALSE,FALSE
27-09-13,27371,4,18.7,,13.7,78,1016,11,0,FALSE,FALSE,FALSE,FALSE
28-09-13,21716,4,20.2,11.8,15.3,78,1009,13,0,TRUE,FALSE,FALSE,FALSE
29-09-13,20654,4,19.1,,15.5,77,1007,16,0.5,TRUE,FALSE,FALSE,FALSE
30-09-13,27089,4,19.1,,15.7,76,1006,13,0,FALSE,FALSE,FALSE,FALSE
01-10-13,27711,4,17.5,,14.7,80,1009,13,0,TRUE,FALSE,FALSE,FALSE
02-10-13,26467,4,22,,16.7,83,1010,16,0,TRUE,FALSE,FALSE,FALSE
03-10-13,25153,4,19.2,13.8,16.4,93,1008,11,0,TRUE,FALSE,FALSE,FALSE
04-10-13,26522,4,22,,17.9,83,1009,18,1.5,TRUE,FALSE,FALSE,FALSE
05-10-13,22996,4,19.4,,15.6,84,1020,8,0,TRUE,FALSE,FALSE,FALSE
06-10-13,25143,4,19.8,,13.6,82,1026,6,0,FALSE,TRUE,FALSE,FALSE
07-10-13,26680,4,20.3,,14.6,86,1025,10,0.3,FALSE,TRUE,FALSE,FALSE
08-10-13,27598,4,21,,16.4,86,1025,13,0,FALSE,FALSE,FALSE,FALSE
09-10-13,26433,4,,,13.3,78,1020,13,0,TRUE,TRUE,FALSE,FALSE
10-10-13,23497,4,12.1,,9.3,66,1019,16,0,TRUE,FALSE,FALSE,FALSE
11-10-13,15640,4,,,11.6,84,1017,19,1.3,TRUE,FALSE,FALSE,FALSE
12-10-13,17068,4,14.1,,11.7,80,1018,14,5.1,TRUE,FALSE,FALSE,FALSE
13-10-13,7068,4,,,10.3,94,1011,14,0,TRUE,FALSE,FALSE,FALSE
14-10-13,18979,4,,8.7,9.6,92,1007,19,11.2,TRUE,FALSE,FALSE,FALSE
15-10-13,24657,4,13.9,,9.8,89,1011,11,2.3,FALSE,FALSE,FALSE,FALSE
16-10-13,20562,4,,,10.5,92,1010,11,0.3,TRUE,TRUE,FALSE,FALSE
17-10-13,25170,4,18.7,,14.1,83,1013,23,4.6,TRUE,FALSE,FALSE,FALSE
18-10-13,24880,4,,10.6,14.2,89,1014,10,0.3,TRUE,TRUE,FALSE,FALSE
19-10-13,17430,4,18.5,,14.9,91,1005,13,0.8,TRUE,FALSE,FALSE,FALSE
20-10-13,11396,4,17.4,,13.8,91,1005,16,0.5,TRUE,FALSE,TRUE,FALSE
21-10-13,21385,4,18.2,12.4,15.7,86,1005,18,12.2,TRUE,FALSE,FALSE,FALSE
22-10-13,22316,4,18.4,,16.5,85,997,21,0.5,TRUE,FALSE,TRUE,FALSE
23-10-13,24178,4,17.8,,14.4,77,999,23,7.1,TRUE,FALSE,FALSE,FALSE
24-10-13,26399,4,17.7,,11.8,84,1013,8,0.5,TRUE,TRUE,FALSE,FALSE
25-10-13,23677,4,18.8,12.7,15.9,84,1005,16,0.5,TRUE,FALSE,FALSE,FALSE
26-10-13,16986,4,17.7,,15.4,82,1004,23,0,TRUE,FALSE,FALSE,FALSE
27-10-13,15652,4,16.9,,13.8,78,996,26,0,TRUE,FALSE,FALSE,FALSE
28-10-13,14577,4,,,12.6,79,992,29,0,TRUE,FALSE,FALSE,FALSE
29-10-13,23126,4,13.1,,9.3,75,1011,19,,FALSE,FALSE,FALSE,FALSE
30-10-13,24753,4,14.5,3.7,9.7,80,1020,11,0,FALSE,FALSE,FALSE,FALSE
31-10-13,20055,4,,11.9,12.7,88,1016,18,0.5,TRUE,FALSE,FALSE,FALSE
01-11-13,20597,4,15,,12.7,87,1008,14,0.5,TRUE,FALSE,FALSE,FALSE
02-11-13,15347,4,15.8,,11.9,79,998,16,0.5,TRUE,FALSE,FALSE,FALSE
03-11-13,13063,4,12.6,7.4,9.3,73,998,27,0,TRUE,FALSE,FALSE,FALSE
04-11-13,20369,4,,,7.7,79,992,14,14.7,TRUE,FALSE,FALSE,FALSE
05-11-13,19326,4,13,,8.9,81,995,14,5.1,TRUE,FALSE,FALSE,FALSE
06-11-13,18431,4,,,12.3,87,999,18,1.8,TRUE,FALSE,FALSE,FALSE
07-11-13,22527,4,,,10.4,82,1006,16,3.3,TRUE,FALSE,FALSE,FALSE
08-11-13,15188,4,11.4,,7.4,92,1005,10,0,TRUE,FALSE,FALSE,FALSE
09-11-13,6772,4,8.2,3.9,5.7,92,1006,11,8.6,TRUE,FALSE,FALSE,FALSE
10-11-13,9767,4,10.2,,6.3,82,1016,10,5.8,TRUE,FALSE,FALSE,FALSE
11-11-13,14377,4,,1.6,9.2,96,1022,11,1,TRUE,FALSE,FALSE,FALSE
12-11-13,19572,4,,,10.3,90,1026,10,1.8,TRUE,FALSE,FALSE,FALSE
13-11-13,22021,4,,,5.8,85,1032,8,1,FALSE,FALSE,FALSE,FALSE
14-11-13,21061,4,,,7.7,79,1024,19,0.5,TRUE,FALSE,FALSE,FALSE
15-11-13,20850,4,10,,5.9,74,1033,10,0,FALSE,FALSE,FALSE,FALSE
